transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,is_weekend,fraud_label,hour,day,month,day_of_week
19.42,1,93502.65,1,2,2,12,410.85,3,1,7,509.96,0,1,0,3,14,5,6
99.5,3,67843.45,2,2,4,10,358.05,2,1,156,3446.95,2,0,0,2,30,4,6
13.21,0,91792.71,2,4,4,2,205.87,4,3,52,639.88,1,0,1,20,11,8,4
142.84,3,28793.95,2,0,4,12,486.06,0,3,82,926.72,2,0,0,15,11,1,2
71.1,2,20387.34,2,4,3,11,444.0,0,0,118,4516.5,1,1,0,8,26,12,1
129.73,0,88520.89,0,4,4,11,41.56,2,1,142,3484.55,2,1,0,9,1,4,5
64.49,2,22761.27,0,3,1,2,111.05,1,3,103,3375.02,0,1,0,5,8,12,4
125.89,3,16095.98,1,3,4,11,430.78,2,1,42,4169.09,2,0,0,15,30,11,3
9.76,2,78523.67,0,2,2,7,80.65,1,3,35,1371.49,0,0,0,6,10,4,0
53.83,1,64939.36,0,1,3,2,319.83,2,2,188,4516.24,3,1,0,13,21,1,5
8.92,3,11127.89,1,2,1,12,99.44,0,2,71,1568.95,0,1,0,4,11,11,5
71.73,2,30752.88,0,2,3,7,469.43,0,2,185,4519.27,3,0,0,3,19,2,6
91.05,3,71523.6,1,3,4,9,258.98,1,2,16,4298.38,3,1,0,14,15,3,2
150.05,1,15354.13,0,4,1,13,220.61,1,2,41,1362.15,3,0,1,7,23,2,3
42.45,1,8419.25,2,4,2,1,51.18,0,3,16,2535.07,3,1,0,5,22,10,6
40.83,2,65971.3,1,2,3,13,356.72,2,3,11,4005.62,1,0,0,17,6,11,0
226.95,1,23070.07,0,1,4,11,276.83,0,0,225,870.25,3,0,0,16,24,2,4
103.21,0,13060.98,1,2,2,7,118.16,3,3,210,2267.89,2,1,0,19,10,6,5
53.52,0,21597.35,1,0,1,12,282.03,4,2,181,2255.4,2,1,1,11,17,11,4
210.99,2,39186.9,1,3,0,5,246.99,4,2,56,611.15,3,1,1,5,22,5,0
25.47,1,64350.1,2,2,3,9,326.39,0,2,133,2376.8,3,1,0,22,15,11,2
133.41,2,73820.98,2,0,4,7,404.25,4,0,118,1936.3,0,0,1,0,17,2,4
53.79,3,72172.62,0,1,2,14,291.08,0,0,87,4457.87,3,0,0,0,25,6,6
18.71,1,62157.17,1,2,3,13,284.97,4,1,142,4850.0,2,0,1,14,20,11,0
219.73,1,92261.16,2,1,1,10,67.5,4,0,214,3017.45,2,0,1,19,28,9,3
377.47,1,38807.53,1,0,2,1,470.69,1,2,13,2237.58,1,0,0,19,14,3,1
42.91,1,26153.14,0,1,2,7,390.81,0,1,83,996.68,0,1,1,23,27,1,4
6.6,3,55849.33,2,3,4,7,82.22,4,0,193,3738.68,3,0,1,14,6,11,0
21.28,0,46282.44,0,3,2,2,392.42,4,3,228,3465.68,2,1,1,16,5,12,1
14.01,2,59354.73,2,1,3,13,304.32,0,2,144,4712.98,2,0,0,18,18,3,5
67.71,3,2764.39,0,0,4,13,449.48,4,3,23,1640.17,0,0,1,2,9,8,2
37.62,3,20736.78,0,4,2,12,96.66,3,3,5,938.52,1,1,0,13,9,8,2
24.06,1,16315.48,1,2,0,3,142.93,0,0,89,4209.63,3,0,0,23,30,1,0
13.69,1,37326.56,0,0,1,13,324.04,0,2,170,3155.71,0,0,0,1,19,10,3
118.41,3,3062.74,2,2,2,6,455.21,4,2,8,4193.57,3,0,1,11,5,4,2
84.49,2,41988.95,1,4,0,3,25.6,0,1,111,2896.21,3,0,0,8,29,7,5
145.69,3,97988.37,1,2,2,1,284.2,1,2,25,2064.14,1,0,1,21,16,1,0
4.92,3,62330.84,0,0,2,11,62.01,0,2,173,839.77,0,0,0,13,15,12,4
81.11,3,20492.54,0,4,3,4,291.39,0,2,226,1049.01,1,0,0,17,11,9,0
123.46,3,34675.71,1,3,2,13,308.47,1,1,68,3389.99,2,0,1,7,23,7,6
65.33,0,22722.2,1,4,3,3,240.85,1,0,55,3190.68,2,1,0,11,30,1,0
57.81,2,29505.77,2,0,2,10,425.89,2,2,174,3872.46,3,0,0,3,17,12,6
138.61,0,12498.43,2,4,0,5,266.9,0,2,177,4181.77,2,0,0,13,26,1,3
173.15,2,26616.91,0,2,2,6,47.19,4,0,45,1403.82,0,0,1,12,2,6,4
122.49,3,62649.64,0,0,3,12,52.0,4,0,26,790.79,0,0,1,22,13,3,0
169.56,0,84065.4,1,0,0,6,287.1,3,2,95,2734.57,0,1,0,7,15,1,6
24.48,1,45689.29,1,2,0,7,309.42,3,3,6,3961.98,2,0,0,16,21,9,3
31.07,0,96850.19,2,4,3,3,409.79,3,3,87,880.97,3,1,0,23,27,4,3
58.14,1,88187.17,1,4,2,4,54.7,3,2,102,2447.24,0,0,0,9,9,11,3
214.73,3,81335.77,1,4,2,6,340.98,3,2,207,475.39,3,0,0,17,25,9,0
22.58,2,96544.02,0,2,4,4,250.31,2,0,44,990.02,0,1,1,9,19,12,1
15.09,2,35070.86,1,3,3,14,131.48,3,1,74,2459.53,2,0,0,14,18,1,2
61.02,2,88336.17,0,0,1,9,152.33,3,1,216,4881.34,3,0,0,18,1,11,2
305.97,2,31460.58,2,1,3,10,313.53,1,1,147,4719.32,0,0,0,6,8,12,4
120.26,1,95231.53,0,3,1,4,180.12,1,1,67,3994.57,2,0,0,9,13,12,2
97.86,0,32277.87,2,3,3,14,184.21,3,1,149,1319.27,2,0,0,12,29,9,4
21.91,2,43050.89,2,2,2,1,62.4,3,2,233,1628.18,3,0,0,20,3,8,3
161.9,0,85815.21,1,1,0,9,439.41,4,2,111,927.36,1,0,1,3,10,12,6
62.73,0,27146.51,2,0,4,14,140.83,1,0,212,105.78,1,0,1,15,3,9,6
91.38,0,11564.48,2,4,0,14,302.85,3,0,78,496.06,3,0,0,3,15,2,2
169.57,0,75504.14,0,0,2,10,116.74,2,3,225,1981.17,3,0,0,22,22,4,5
143.99,2,5054.82,1,1,1,1,91.09,3,0,79,1954.5,2,0,1,6,3,11,4
51.8,3,50803.41,1,1,1,6,96.21,2,1,192,4018.82,3,1,0,4,1,6,3
42.32,2,29257.75,1,3,0,10,150.24,4,3,18,1508.13,1,0,1,18,11,3,5
167.25,0,4656.32,1,4,2,4,366.8,0,1,205,3127.25,2,1,0,18,12,2,6
209.98,1,80818.02,0,2,0,6,97.57,2,2,173,4550.96,0,0,0,4,27,6,1
196.79,0,72472.27,1,1,2,8,235.06,2,3,73,2153.16,0,0,0,22,3,10,1
156.07,0,61044.25,1,2,1,6,39.13,4,3,46,1626.28,1,0,1,8,6,8,6
60.41,2,60833.76,2,0,3,3,71.6,1,2,146,3512.1,1,0,0,19,19,11,6
137.47,0,66082.15,2,2,0,13,426.69,4,0,150,1458.74,2,0,1,16,24,9,6
119.34,3,18899.63,2,1,0,1,253.02,3,1,7,554.74,0,0,0,14,13,3,0
232.73,1,52657.91,1,0,1,11,163.14,2,1,185,4701.87,3,0,0,21,4,12,0
7.59,3,52427.46,1,2,1,10,162.43,0,1,47,4768.07,1,0,0,20,24,9,6
245.94,1,6724.17,0,2,3,1,290.53,1,0,197,928.89,2,0,0,17,29,6,3
80.63,3,23300.79,0,4,4,7,179.4,1,1,138,1747.14,2,0,0,11,26,5,4
67.58,3,67795.55,0,0,2,4,177.48,4,1,23,3059.53,0,0,1,23,16,3,3
178.88,1,90853.37,1,4,4,5,200.07,1,3,41,1362.29,2,0,0,8,28,6,2
53.21,1,23592.14,1,0,1,7,166.82,4,1,110,1514.69,2,1,1,14,21,7,4
121.34,0,21005.31,0,4,2,10,108.23,4,3,150,2335.78,3,1,1,19,17,8,3
61.66,2,67536.71,0,0,0,10,92.35,3,3,10,4023.46,0,0,0,10,24,1,1
4.64,3,79248.31,1,1,0,7,27.23,1,1,121,3948.47,3,0,0,15,22,10,6
16.67,0,81674.21,2,3,3,5,350.97,0,2,60,1794.77,2,1,0,12,23,4,6
96.68,3,47935.82,1,2,4,2,404.97,1,1,213,1815.07,3,0,0,2,6,7,3
19.52,3,47774.29,1,4,4,14,149.61,3,2,37,1072.85,0,1,0,8,22,3,2
149.04,1,61155.46,1,1,1,12,380.74,2,1,33,2296.18,1,0,0,20,16,9,5
14.24,0,57512.1,1,3,4,7,325.71,4,3,115,3288.45,0,0,1,18,25,11,5
278.22,1,21324.73,1,4,3,13,131.88,2,1,232,4641.43,1,1,0,19,28,2,1
17.4,1,43627.18,1,3,2,14,309.28,3,3,54,663.34,1,1,0,20,9,10,0
18.45,0,35610.44,2,1,2,10,286.64,1,0,81,534.74,3,0,0,9,14,7,4
13.15,0,55251.09,1,4,4,7,394.62,4,2,48,2612.4,1,0,1,4,31,5,2
27.28,3,22269.38,0,1,2,9,434.36,2,0,63,4568.0,0,1,1,18,7,6,2
63.21,3,93110.73,1,1,2,13,426.34,2,2,7,3866.46,0,0,0,19,30,9,5
88.86,3,16712.9,2,3,4,11,385.51,3,1,45,4186.52,1,0,0,15,3,10,1
12.89,3,63719.36,2,4,4,5,272.96,1,2,49,4734.82,1,0,0,4,20,6,1
173.02,3,10201.57,2,0,3,3,90.01,4,1,126,1218.31,3,0,1,14,15,4,5
97.98,1,65103.07,1,1,4,10,340.31,0,1,147,3189.79,1,1,0,17,27,2,0
136.95,1,96317.07,0,2,4,4,282.29,1,2,188,1323.29,2,0,0,11,11,10,2
135.27,0,95421.11,2,0,0,1,332.28,1,2,12,2307.53,3,0,0,20,4,9,0
17.81,2,75214.1,0,1,3,6,82.75,0,1,194,3301.58,2,1,0,10,30,11,3
16.02,0,38819.92,2,2,4,9,303.06,3,2,221,207.75,2,0,0,6,10,12,6
146.9,2,58326.11,2,1,1,6,109.12,2,1,35,3585.44,0,0,0,18,1,2,2
111.11,3,61592.68,2,1,2,3,367.82,4,0,195,4879.36,3,0,1,7,9,11,3
179.9,0,52332.67,0,0,2,4,413.84,0,0,178,2912.04,0,0,0,6,6,11,0
15.99,0,5033.01,1,2,2,13,396.54,4,3,197,845.18,0,1,1,7,27,10,4
84.77,3,62950.17,0,2,0,10,437.21,4,0,170,167.7,2,1,1,8,18,2,5
168.64,1,52082.66,2,3,0,9,275.25,0,3,130,1267.25,3,0,0,20,23,1,0
158.24,1,51374.59,0,0,4,5,306.11,4,3,94,1389.87,0,0,1,21,17,8,3
238.77,1,66001.94,2,0,1,14,32.02,4,3,9,121.71,3,0,1,0,29,10,6
178.73,2,97102.42,0,0,1,3,211.33,3,0,95,379.03,1,0,0,8,11,6,6
52.41,2,17431.19,0,4,2,4,390.4,4,3,24,3027.52,1,0,1,8,27,4,3
8.75,1,74317.7,2,2,3,13,244.04,1,1,22,987.08,0,1,0,19,12,5,4
143.96,3,27648.16,0,2,4,10,100.16,1,3,14,740.55,3,0,1,7,25,3,5
103.51,3,4686.67,0,3,1,14,184.22,2,3,16,1230.44,2,0,0,18,7,10,5
79.75,1,90624.54,0,1,0,1,78.45,4,3,75,4710.06,3,1,1,9,14,12,3
120.46,3,23770.14,0,4,4,1,432.41,4,0,100,863.81,1,1,1,1,12,7,2
34.46,2,96401.52,1,4,0,1,247.57,3,3,123,660.06,2,1,1,22,30,3,3
122.28,1,46844.85,2,0,0,10,295.31,4,1,205,1336.61,2,0,1,2,23,8,2
110.33,3,52158.87,0,2,4,7,68.18,4,2,166,869.25,0,0,1,12,29,12,4
17.24,1,91394.17,0,1,3,3,239.32,2,1,49,912.88,0,0,0,3,4,8,4
58.67,3,55267.66,1,1,2,2,446.08,2,1,74,3938.63,3,0,0,10,22,3,2
261.45,1,90308.48,0,1,1,4,20.88,2,0,163,4329.47,1,1,0,7,12,3,6
36.93,2,92066.69,0,2,0,6,397.24,3,2,28,538.72,2,0,0,11,11,4,1
150.27,3,11121.24,2,0,2,7,319.73,3,3,190,869.1,3,0,0,10,12,8,5
74.19,1,12577.63,0,2,1,7,23.45,4,0,126,4267.44,2,0,1,16,12,10,3
20.55,1,79832.68,2,2,1,4,188.07,1,2,23,1934.91,3,1,0,1,14,7,4
214.83,2,12040.68,1,4,1,12,339.51,2,0,124,3671.93,1,1,1,20,19,2,6
8.38,3,2818.88,1,4,3,14,147.94,1,2,214,3044.59,1,0,0,11,21,10,5
54.29,3,13222.11,0,2,2,13,23.32,3,1,57,440.76,1,0,0,16,21,6,2
211.73,3,29267.28,1,3,2,11,352.02,3,3,56,1465.56,2,0,0,16,29,3,2
4.82,3,95129.18,1,1,4,13,102.83,0,1,163,1353.0,1,0,0,4,19,4,2
221.74,0,82064.48,1,0,4,7,454.17,3,0,84,2146.68,0,1,1,10,26,8,5
25.69,1,22016.5,1,2,0,6,349.64,4,1,50,3299.04,1,1,1,5,3,6,5
20.36,1,77619.8,2,3,0,10,444.81,4,2,35,2885.37,1,1,1,3,20,8,6
321.39,0,96747.53,2,3,2,1,420.73,1,3,35,1172.46,0,1,0,16,25,12,0
38.39,0,42887.43,0,1,4,2,285.58,1,1,72,3560.51,1,1,0,7,29,1,6
2.78,0,48672.61,2,0,1,11,488.3,0,2,131,3590.68,2,0,0,11,7,7,4
29.66,2,7776.73,1,2,0,9,382.2,2,3,122,425.91,0,1,0,9,1,11,2
10.34,0,31508.78,0,2,0,9,462.24,3,3,228,223.45,2,0,0,13,12,7,2
46.42,3,76941.58,1,1,3,1,282.5,4,3,167,3005.49,1,0,1,5,4,7,1
80.59,3,53361.48,1,3,1,11,398.01,3,1,114,2973.38,0,0,0,19,5,7,2
107.54,1,96077.16,2,4,3,9,243.4,1,2,67,2544.5,1,0,0,15,7,8,0
124.28,0,47331.01,0,3,1,1,212.36,1,2,217,2416.01,1,1,0,5,28,4,4
130.98,2,16500.91,1,0,1,5,409.81,1,0,80,3579.37,3,1,0,8,5,10,3
343.12,3,5285.2,2,0,4,12,123.25,2,2,36,3037.06,3,0,0,0,17,10,1
70.28,3,61355.89,1,0,1,8,248.96,4,1,173,3494.45,0,1,1,9,31,1,1
45.62,1,30062.53,2,1,4,13,365.35,1,0,79,529.04,3,1,0,4,28,9,3
87.47,0,55854.44,0,4,0,1,189.54,4,3,221,1648.79,2,0,1,15,9,8,2
35.05,2,71483.04,2,2,0,13,252.3,3,2,7,384.49,1,0,0,17,19,2,6
95.27,1,58649.25,2,2,3,9,293.02,2,1,143,2525.5,1,0,0,12,17,8,3
9.4,0,96512.78,0,4,4,14,267.76,3,0,43,1872.7,0,0,0,8,15,11,2
203.13,1,38248.22,1,0,3,5,186.31,0,2,115,2732.91,1,0,1,2,22,4,5
56.32,1,39083.2,2,2,0,1,209.78,3,0,141,2511.47,2,0,1,5,8,5,0
154.36,3,19803.17,1,1,4,10,442.98,4,3,224,3924.22,0,0,1,16,22,9,4
99.48,3,95105.63,0,0,1,9,298.39,1,2,64,3841.11,2,1,0,2,15,5,0
148.0,1,32004.72,2,4,4,10,42.5,2,0,204,657.15,2,0,1,2,12,11,6
13.96,1,66512.08,0,3,4,11,228.35,4,2,184,3938.75,0,1,1,1,9,9,5
58.96,1,22213.9,1,4,1,9,80.78,4,1,14,4539.84,2,0,1,20,5,10,3
113.66,3,9725.66,2,1,3,13,255.32,3,1,24,493.67,1,0,0,5,11,3,5
54.84,2,86859.42,0,1,1,5,430.3,0,1,172,1510.39,3,0,0,1,5,10,3
101.8,2,5642.51,0,4,1,7,436.43,3,0,110,1481.09,3,0,0,3,16,10,0
23.97,2,82708.46,1,3,3,6,423.73,1,0,77,3978.91,3,1,0,12,13,9,2
83.5,3,21607.41,1,3,2,4,464.15,1,2,206,148.24,1,0,0,21,5,10,3
116.26,0,97952.83,2,0,0,8,366.54,0,3,16,2299.71,1,0,0,21,8,4,5
23.14,3,6516.71,0,4,3,1,177.29,1,1,71,1030.6,3,1,0,1,22,1,6
191.94,1,46636.59,1,3,3,7,187.28,0,0,9,1003.39,3,0,0,5,6,10,4
155.31,0,6925.27,2,4,3,4,441.56,4,2,54,3688.99,1,0,1,19,5,5,4
42.21,0,10477.24,1,4,4,4,159.57,4,1,181,2948.32,3,0,1,15,1,12,4
43.34,0,65818.84,0,0,3,2,277.77,4,1,77,3610.63,3,0,1,16,10,10,1
39.29,0,85543.35,1,3,1,7,117.95,1,3,53,1591.96,3,0,0,13,4,5,3
52.16,2,84015.78,2,1,1,12,451.42,3,1,88,1635.06,0,1,0,11,17,10,1
174.44,3,89127.34,0,3,0,6,479.76,2,3,111,619.39,1,1,0,0,19,10,3
4.95,1,51373.93,0,0,0,2,411.27,0,1,118,641.27,3,0,0,6,23,9,5
89.78,3,80172.27,2,0,0,9,165.15,4,1,230,1380.29,1,0,1,14,8,3,2
138.25,0,28120.73,0,0,1,2,339.02,1,2,74,2774.24,0,1,0,14,29,7,5
159.1,1,82698.86,2,3,4,6,94.83,4,1,123,4329.8,2,0,1,16,30,10,0
34.45,0,92539.89,1,0,3,13,337.71,1,3,66,1129.36,3,0,0,0,25,1,2
38.11,0,4432.83,0,4,4,8,392.27,2,2,104,587.23,3,0,0,22,10,11,4
261.25,0,12612.75,2,3,4,9,198.21,4,2,23,704.05,3,0,1,1,24,3,4
132.47,3,70692.65,2,3,0,8,168.93,2,3,208,532.27,0,0,0,18,15,3,2
67.32,2,96158.67,0,3,4,8,448.57,3,2,123,1673.6,1,0,1,21,23,4,6
63.24,3,66816.56,2,1,1,5,215.74,4,2,215,1387.77,3,1,1,4,9,5,1
6.2,2,9830.27,1,3,1,7,218.7,1,1,28,1361.78,3,1,0,15,4,11,5
54.1,3,82768.57,0,0,2,10,316.3,4,0,110,2315.69,1,0,1,8,29,1,6
276.46,2,66024.89,0,2,4,12,350.11,0,2,121,825.07,0,1,0,1,13,11,0
7.19,1,60756.29,0,1,0,12,85.33,2,3,19,2600.15,3,1,0,12,8,8,1
62.7,2,8184.52,2,1,1,5,26.94,1,3,168,4266.46,1,0,0,15,13,1,4
130.25,2,75917.51,1,1,1,11,105.89,2,1,93,273.69,2,0,0,20,5,8,5
108.65,0,69817.62,2,4,1,13,468.83,3,2,124,3602.01,0,0,0,18,24,7,0
33.96,1,36738.11,0,0,3,2,179.8,0,3,191,1393.75,2,0,0,17,24,5,2
42.8,2,8785.8,0,2,4,6,140.9,2,3,193,1643.68,1,1,0,0,16,2,3
69.78,0,90056.17,0,2,0,11,232.95,2,1,70,3062.27,2,1,0,15,21,7,4
173.33,3,69287.47,2,0,4,6,197.57,1,3,53,3124.76,1,0,0,16,13,9,2
101.45,2,25947.83,0,3,2,12,88.11,4,1,172,2442.88,0,1,1,6,1,4,5
150.52,1,24404.54,1,0,4,3,228.34,3,0,166,160.26,2,0,0,8,12,9,1
67.96,0,58424.42,1,0,4,11,442.64,1,2,169,2323.07,2,1,0,23,25,10,2
102.29,0,49974.2,1,1,1,6,375.03,0,0,13,2244.62,2,1,0,10,23,7,6
208.33,1,43529.99,2,2,2,5,316.28,0,3,41,2208.54,0,0,0,9,18,9,0
58.47,1,13235.26,2,1,0,5,220.84,1,2,32,3706.74,3,0,0,12,4,7,1
42.3,1,86555.07,2,0,0,14,349.18,0,2,96,2341.31,2,1,0,9,1,12,4
9.65,1,74448.11,1,4,3,2,185.57,4,1,98,1634.41,3,0,1,15,25,7,1
11.02,2,45270.4,0,0,2,8,145.28,3,2,171,2604.64,0,0,1,4,7,2,1
10.9,3,40980.09,1,1,2,1,429.18,4,0,78,1236.08,1,0,1,3,11,1,2
26.09,0,28093.37,1,0,4,6,224.03,4,1,172,652.66,0,0,1,14,8,5,0
147.82,3,70143.83,1,3,2,2,398.86,0,0,212,3779.39,0,1,0,12,12,5,4
48.32,3,5356.21,1,2,3,8,43.49,0,2,162,942.97,2,0,0,11,30,4,6
28.94,3,76409.6,0,1,2,8,234.7,2,0,46,3390.46,0,0,0,3,23,5,1
245.23,1,34589.45,2,0,1,5,313.61,1,2,155,3022.9,3,0,0,21,11,8,4
203.28,3,93462.3,1,0,2,13,317.96,1,3,219,4740.07,0,1,1,13,15,1,6
66.38,0,59450.44,1,2,2,3,368.38,0,2,38,1178.19,1,0,0,3,3,5,2
120.91,3,11297.36,1,4,2,6,158.08,3,1,110,512.66,2,0,0,0,31,1,1
263.69,1,45534.56,0,3,4,7,167.02,4,3,130,3694.78,2,0,1,21,23,3,3
35.27,3,55267.03,1,1,3,14,443.36,1,1,134,4558.49,2,0,0,7,7,10,5
25.54,3,11562.6,2,0,2,12,109.35,2,1,140,4745.33,2,1,0,13,6,5,5
22.4,1,15576.15,1,3,0,2,131.25,4,1,18,2893.88,1,0,1,6,20,3,0
65.49,3,51827.96,2,4,2,6,424.28,3,1,61,1453.73,2,0,0,17,1,1,6
25.01,3,40546.17,0,1,4,14,280.43,2,1,101,2274.21,3,1,0,19,17,5,2
51.76,3,24932.88,0,3,0,5,219.6,0,1,79,4776.02,0,1,1,7,24,2,4
2.67,1,57532.5,0,4,2,6,379.05,4,2,7,2355.28,2,0,1,23,7,6,2
16.33,0,21151.99,0,0,4,14,240.74,2,3,170,4354.14,0,1,0,13,11,9,0
201.43,2,5149.99,2,3,1,10,467.3,4,2,100,1575.15,1,0,1,0,28,6,2
345.38,1,38997.6,1,0,3,3,311.04,3,1,182,2286.91,0,0,0,4,13,9,2
77.97,3,96603.07,1,1,0,11,412.52,3,2,84,3846.55,2,1,0,3,11,8,4
157.41,3,40420.02,2,1,3,10,133.44,0,3,20,4033.04,0,1,0,3,14,2,1
38.65,2,18090.58,2,0,2,5,377.93,2,0,114,3425.11,3,0,0,11,31,3,4
12.88,3,48773.96,2,4,0,6,137.87,3,2,175,3650.43,0,1,0,9,21,8,0
91.79,3,44595.85,2,1,2,8,360.88,1,2,182,1611.23,1,0,0,11,21,6,2
137.87,0,75236.43,1,4,4,9,426.17,2,0,5,589.29,3,1,0,20,28,4,4
220.42,1,84136.92,2,1,2,5,97.16,2,2,201,97.84,3,0,0,18,1,10,6
139.79,1,57542.29,1,2,1,3,343.54,3,2,141,2557.92,3,0,0,11,3,3,4
41.45,0,26540.86,0,0,2,10,198.54,3,0,129,2681.7,3,0,0,15,7,9,3
71.3,3,13764.94,0,1,0,4,95.49,3,0,69,4879.99,2,1,0,22,26,6,0
80.98,0,59021.77,1,4,1,13,152.41,2,1,150,4294.03,1,1,0,23,30,12,5
39.62,1,79058.83,1,0,3,9,460.4,4,0,197,855.77,3,1,1,14,29,9,4
33.92,3,64417.46,0,3,3,13,364.37,0,1,141,4647.08,1,0,0,13,30,7,6
181.04,0,84704.46,2,2,2,1,427.23,3,3,218,3085.78,0,0,0,14,4,5,3
8.92,0,12416.15,0,0,2,14,280.91,0,0,186,2659.81,2,0,0,17,6,5,5
226.73,2,26080.5,0,0,4,7,93.48,4,2,235,2892.0,3,0,1,3,31,8,3
155.6,3,19898.99,1,4,2,7,58.43,1,2,222,4336.26,1,1,0,2,17,1,1
70.83,3,93582.67,0,4,2,12,268.82,4,3,105,284.72,1,0,1,13,18,5,3
9.44,0,91464.98,0,4,3,3,328.09,4,2,86,190.5,3,0,1,16,30,9,5
12.2,2,8296.31,2,1,1,4,159.07,1,0,233,1364.13,0,0,0,5,2,6,4
190.82,0,55081.48,2,0,2,13,108.02,3,2,98,1205.19,1,0,0,10,21,1,5
93.75,3,72324.73,1,4,2,7,410.11,3,2,118,4296.05,1,0,0,14,11,3,5
68.58,0,71723.41,0,3,1,8,55.69,2,1,52,3938.42,2,0,0,23,7,10,5
150.6,1,17326.54,1,2,4,3,449.01,4,2,120,2309.83,1,1,1,4,4,10,2
49.11,0,9710.6,2,4,3,11,137.98,0,2,23,4784.55,3,0,1,15,25,12,0
64.95,2,97595.56,1,2,2,3,90.11,0,3,199,3101.94,1,0,1,11,8,8,1
5.61,3,50138.43,2,2,1,13,190.77,0,1,190,3915.72,0,1,0,16,1,4,5
204.83,0,15717.12,1,0,3,1,210.86,0,3,53,4233.88,0,0,0,18,7,6,2
50.77,0,13454.07,2,1,3,12,256.58,3,0,129,4299.67,3,1,0,19,15,3,2
151.95,1,36086.74,0,3,0,12,449.54,3,1,183,2515.12,2,0,0,2,1,10,6
127.69,1,32541.67,1,3,0,14,437.15,1,3,85,2297.04,0,1,0,3,4,12,0
43.03,1,89545.66,1,2,4,10,197.7,1,3,22,678.35,0,0,0,8,26,2,6
37.05,0,78807.99,1,2,0,7,454.46,1,3,137,3571.35,3,1,0,4,5,4,2
56.91,0,69262.57,1,2,2,6,36.4,4,1,37,3976.09,1,0,1,9,29,11,2
38.53,1,42527.09,1,1,0,5,232.53,3,2,77,2280.88,1,1,0,12,16,1,0
42.85,0,52364.22,0,1,2,8,200.43,0,3,223,1066.41,1,0,0,3,7,7,4
178.51,2,78772.68,1,2,0,3,337.14,3,2,221,2357.46,3,0,0,1,10,6,5
197.25,2,89224.24,2,0,4,9,229.0,1,2,119,3459.63,1,1,0,1,10,3,4
157.32,2,76818.24,1,3,4,3,420.81,3,3,44,4830.1,0,0,0,1,3,5,2
265.27,3,32915.33,0,4,1,12,296.65,0,3,186,2385.6,2,1,1,17,9,7,6
9.24,0,67962.18,2,3,1,5,303.13,3,3,233,808.99,0,0,0,17,4,7,1
287.42,1,84192.65,2,2,1,6,487.8,1,2,24,1613.28,3,0,0,17,12,7,2
37.17,1,43520.73,0,4,0,4,80.11,1,3,17,3282.24,0,1,0,16,20,10,4
12.58,2,52802.92,0,0,1,4,464.33,0,0,6,886.24,1,0,0,13,31,1,1
89.24,3,30203.43,0,4,3,2,70.58,0,1,186,1956.38,3,1,0,17,12,10,3
60.29,3,30268.1,1,2,1,1,173.15,3,3,204,2917.59,1,1,0,15,12,7,2
60.17,3,42950.61,0,0,2,7,58.18,2,2,214,1638.8,0,0,0,3,3,2,4
83.07,3,25375.39,1,0,1,10,210.33,4,2,78,4273.34,1,0,1,6,25,12,0
40.57,3,13958.9,0,2,0,12,137.49,4,1,213,873.83,0,0,1,2,11,5,3
43.85,1,36787.03,1,0,4,10,66.59,0,2,115,3344.0,1,0,0,14,13,6,1
66.32,2,53171.57,0,4,2,6,240.77,1,2,9,1066.72,1,0,0,15,9,3,3
237.93,0,57425.87,0,0,3,11,93.78,4,2,212,672.07,0,0,1,7,3,4,0
89.38,3,3510.75,0,4,3,4,207.05,1,1,81,1932.18,3,1,0,8,13,2,0
144.01,2,51140.72,0,0,4,5,71.9,2,0,161,1725.64,2,0,0,6,7,8,0
96.68,0,13025.07,0,1,4,5,234.18,3,1,58,4516.04,2,1,0,1,9,3,3
67.55,2,37519.73,1,1,4,10,291.53,0,3,74,1603.84,3,0,1,9,20,12,2
153.23,0,76450.14,0,4,4,1,57.28,0,0,95,3510.16,2,1,0,13,7,8,0
189.82,0,43561.22,0,4,0,14,426.51,3,3,145,1281.16,2,0,0,10,14,2,1
2.87,0,75012.39,2,1,2,11,335.54,3,0,193,230.95,2,1,0,13,2,3,3
98.94,0,3661.14,2,0,1,3,260.82,4,1,138,3369.12,2,0,1,4,28,11,1
128.29,3,11259.15,0,0,3,1,31.85,2,3,212,1928.1,1,0,0,4,29,11,2
99.86,2,54139.64,0,3,2,12,326.96,4,0,189,4810.53,3,1,1,22,10,4,0
122.7,1,69627.92,0,4,0,4,257.04,2,2,213,1030.54,3,0,1,18,28,4,4
138.48,3,3786.88,2,2,4,14,308.91,0,1,124,3135.19,0,0,0,16,31,7,0
44.28,0,18575.68,2,3,3,5,67.78,2,1,188,1787.56,3,0,0,8,9,3,3
17.83,1,74875.05,1,0,2,13,69.57,1,3,211,3296.46,0,0,0,2,26,7,2
133.73,2,91853.35,1,1,1,3,394.17,3,2,64,1824.08,2,0,0,3,25,10,2
13.31,0,67516.11,0,2,4,8,105.51,1,2,89,3806.52,0,0,0,14,16,12,5
31.44,1,45843.38,1,3,3,9,120.47,1,3,79,572.79,1,0,0,12,19,9,1
